frame,timestamp,aspect_ratio_top_lip_heigh_to_mouth_width,thresh_1,thresh_2,thresh_3,thresh_4,thresh_5
1136,37.86913515862668,0.1106914264721491,Open,Open,Closed,Closed,Closed
1137,37.90247066492829,0.1009298406825925,Open,Open,Closed,Closed,Closed
1138,37.9358061712299,0.0955680604515116,Open,Open,Closed,Closed,Closed
1139,37.9691416775315,0.0986207710757575,Open,Open,Closed,Closed,Closed
1140,38.002477183833115,0.098940654916977,Open,Open,Closed,Closed,Closed
1141,38.03581269013472,0.0757368752362878,Open,Closed,Closed,Closed,Closed
1142,38.06914819643633,0.0954885500864393,Open,Open,Closed,Closed,Closed
1143,38.10248370273794,0.1129512006734921,Open,Open,Open,Closed,Closed
1144,38.135819209039546,0.0940011005071309,Open,Open,Closed,Closed,Closed
1145,38.16915471534116,0.0949836543720315,Open,Open,Closed,Closed,Closed
1146,38.20249022164276,0.0870062146334042,Open,Closed,Closed,Closed,Closed
1147,38.23582572794437,0.0982238113046466,Open,Open,Closed,Closed,Closed
1148,38.26916123424598,0.0917303795750067,Open,Open,Closed,Closed,Closed
1149,38.30249674054759,0.1047449480792765,Open,Open,Closed,Closed,Closed
1150,38.33583224684919,0.1101575370385037,Open,Open,Closed,Closed,Closed
1151,38.369167753150805,0.1063589074528792,Open,Open,Closed,Closed,Closed
1152,38.40250325945241,0.1137341233740873,Open,Open,Open,Closed,Closed
1153,38.43583876575402,0.1213163982656932,Open,Open,Open,Closed,Closed
1154,38.469174272055625,0.1489107034498759,Open,Open,Open,Open,Closed
1155,38.50250977835723,0.1324610692361387,Open,Open,Open,Closed,Closed
1156,38.53584528465884,0.1335820584144375,Open,Open,Open,Closed,Closed
1157,38.56918079096045,0.138278232839838,Open,Open,Open,Open,Closed
1158,38.602516297262056,0.1295349173385743,Open,Open,Open,Closed,Closed
1159,38.63585180356367,0.1146817531124269,Open,Open,Open,Closed,Closed
1160,38.66918730986527,0.1138752872548804,Open,Open,Open,Closed,Closed
1161,38.70252281616688,0.110647002428179,Open,Open,Closed,Closed,Closed
1162,38.73585832246849,0.1008994923633185,Open,Open,Closed,Closed,Closed
1163,38.7691938287701,0.101832071830815,Open,Open,Closed,Closed,Closed
1164,38.8025293350717,0.0877058019307029,Open,Closed,Closed,Closed,Closed
1165,38.835864841373315,0.0859412910021314,Open,Closed,Closed,Closed,Closed
1166,38.86920034767492,0.1025702793280815,Open,Open,Closed,Closed,Closed
1167,38.90253585397653,0.0858052604252172,Open,Closed,Closed,Closed,Closed
1168,38.935871360278135,0.0875691523877627,Open,Closed,Closed,Closed,Closed
1169,38.969206866579746,0.0872854823715682,Open,Closed,Closed,Closed,Closed
1170,39.00254237288136,0.0871153208685613,Open,Closed,Closed,Closed,Closed
1171,39.03587787918296,0.0716491366169409,Open,Closed,Closed,Closed,Closed
1172,39.069213385484574,0.0837096603199815,Open,Closed,Closed,Closed,Closed
1173,39.10254889178618,0.0968100798067483,Open,Open,Closed,Closed,Closed
1174,39.13588439808779,0.0947429073561397,Open,Open,Closed,Closed,Closed
1175,39.169219904389394,0.1162331555633,Open,Open,Open,Closed,Closed
1176,39.202555410691005,0.0886172402048282,Open,Closed,Closed,Closed,Closed
1177,39.23589091699261,0.1003925432167648,Open,Open,Closed,Closed,Closed
1178,39.26922642329422,0.103913417900698,Open,Open,Closed,Closed,Closed
1179,39.302561929595825,0.1260882674651723,Open,Open,Open,Closed,Closed
1180,39.33589743589744,0.1281676823837511,Open,Open,Open,Closed,Closed
1181,39.36923294219904,0.1262837616877735,Open,Open,Open,Closed,Closed
1182,39.40256844850065,0.1190478493804117,Open,Open,Open,Closed,Closed
1183,39.43590395480226,0.1113812652377511,Open,Open,Closed,Closed,Closed
1184,39.46923946110387,0.1098123296603183,Open,Open,Closed,Closed,Closed
1185,39.50257496740547,0.1192819681236987,Open,Open,Open,Closed,Closed
1186,39.53591047370709,0.0990674540213668,Open,Open,Closed,Closed,Closed
1187,39.56924598000869,0.0955784088061757,Open,Open,Closed,Closed,Closed
1188,39.6025814863103,0.1007462625314658,Open,Open,Closed,Closed,Closed
1189,39.635916992611904,0.0942880678163094,Open,Open,Closed,Closed,Closed
1190,39.669252498913515,0.1019187068019503,Open,Open,Closed,Closed,Closed
1191,39.70258800521512,0.1024202470627362,Open,Open,Closed,Closed,Closed
1192,39.73592351151673,0.0923970789463262,Open,Open,Closed,Closed,Closed
1193,39.769259017818335,0.0956684763760579,Open,Open,Closed,Closed,Closed
1194,39.80259452411995,0.0866854193067895,Open,Closed,Closed,Closed,Closed
1195,39.83593003042155,0.1007762730739768,Open,Open,Closed,Closed,Closed
1196,39.86926553672316,0.0984511084555756,Open,Open,Closed,Closed,Closed
1197,39.902601043024774,0.0998237547046327,Open,Open,Closed,Closed,Closed
1198,39.93593654932638,0.1092786370880876,Open,Open,Closed,Closed,Closed
1199,39.96927205562799,0.1248080620088417,Open,Open,Open,Closed,Closed
1200,40.002607561929594,0.1193028418744579,Open,Open,Open,Closed,Closed
1201,40.035943068231205,0.1285518075321249,Open,Open,Open,Closed,Closed
1202,40.06927857453281,0.1344341306008911,Open,Open,Open,Closed,Closed
1203,40.10261408083442,0.1225231703992838,Open,Open,Open,Closed,Closed
1204,40.135949587136025,0.1066353186678988,Open,Open,Closed,Closed,Closed
1205,40.16928509343764,0.0921003999514602,Open,Open,Closed,Closed,Closed
1206,40.20262059973924,0.1129235583770924,Open,Open,Open,Closed,Closed
1207,40.23595610604085,0.1124228654238816,Open,Open,Closed,Closed,Closed
1208,40.26929161234246,0.1183809457323656,Open,Open,Open,Closed,Closed
1209,40.30262711864407,0.1141120371777745,Open,Open,Open,Closed,Closed
1210,40.33596262494567,0.1100474470631132,Open,Open,Closed,Closed,Closed
1211,40.36929813124728,0.132991745802175,Open,Open,Open,Closed,Closed
1212,40.40263363754889,0.1440631798501689,Open,Open,Open,Open,Closed
1213,40.4359691438505,0.1359255332061169,Open,Open,Open,Closed,Closed
1214,40.469304650152104,0.1298604094250111,Open,Open,Open,Closed,Closed
1215,40.502640156453715,0.1204141440935102,Open,Open,Open,Closed,Closed
1216,40.53597566275532,0.1392700878331392,Open,Open,Open,Open,Closed
1217,40.56931116905693,0.1419460580212002,Open,Open,Open,Open,Closed
1218,40.602646675358535,0.1086837998537861,Open,Open,Closed,Closed,Closed
1219,40.63598218166015,0.1225794288818928,Open,Open,Open,Closed,Closed
1220,40.66931768796175,0.0971814933224836,Open,Open,Closed,Closed,Closed
1221,40.70265319426336,0.1023181167432077,Open,Open,Closed,Closed,Closed
1222,40.73598870056497,0.0967162946558595,Open,Open,Closed,Closed,Closed
1223,40.76932420686658,0.0840885582491754,Open,Closed,Closed,Closed,Closed
1224,40.80265971316819,0.0992370099180503,Open,Open,Closed,Closed,Closed
1225,40.835995219469794,0.1020844283858751,Open,Open,Closed,Closed,Closed
1226,40.869330725771405,0.1015586719873035,Open,Open,Closed,Closed,Closed
1227,40.90266623207301,0.0990239381836289,Open,Open,Closed,Closed,Closed
1228,40.93600173837462,0.0831447835919582,Open,Closed,Closed,Closed,Closed
1229,40.969337244676225,0.0996973256887882,Open,Open,Closed,Closed,Closed
1230,41.00267275097784,0.108718457708715,Open,Open,Closed,Closed,Closed
1231,41.03600825727944,0.1110541274963118,Open,Open,Closed,Closed,Closed
1232,41.06934376358105,0.1156899472778627,Open,Open,Open,Closed,Closed
1233,41.10267926988266,0.1135760847068726,Open,Open,Open,Closed,Closed
1234,41.13601477618427,0.1182743438363464,Open,Open,Open,Closed,Closed
1235,41.16935028248587,0.1062217554898052,Open,Open,Closed,Closed,Closed
1236,41.20268578878749,0.1180955932454322,Open,Open,Open,Closed,Closed
1237,41.23602129508909,0.1108883317168411,Open,Open,Closed,Closed,Closed
1238,41.2693568013907,0.1372042573331072,Open,Open,Open,Open,Closed
1239,41.302692307692304,0.1201968109943083,Open,Open,Open,Closed,Closed
1240,41.336027813993915,0.135528615552722,Open,Open,Open,Closed,Closed
1241,41.36936332029552,0.1269544626634832,Open,Open,Open,Closed,Closed
1242,41.40269882659713,0.1263631484911039,Open,Open,Open,Closed,Closed
1243,41.436034332898735,0.0962072303605056,Open,Open,Closed,Closed,Closed
1244,41.46936983920035,0.1185422652247205,Open,Open,Open,Closed,Closed
1245,41.50270534550195,0.1182961727458111,Open,Open,Open,Closed,Closed
1246,41.53604085180356,0.1025780852320338,Open,Open,Closed,Closed,Closed
1247,41.56937635810517,0.1335226947404981,Open,Open,Open,Closed,Closed
1248,41.60271186440678,0.1000621268137105,Open,Open,Closed,Closed,Closed
1249,41.63604737070838,0.0958418293047444,Open,Open,Closed,Closed,Closed
1250,41.669382877009994,0.0925169659646755,Open,Open,Closed,Closed,Closed
1251,41.702718383311606,0.0738971767749279,Open,Closed,Closed,Closed,Closed
1252,41.73605388961321,0.0748475129141701,Open,Closed,Closed,Closed,Closed
1253,41.76938939591482,0.0824215681554197,Open,Closed,Closed,Closed,Closed
1254,41.802724902216426,0.1000534675086014,Open,Open,Closed,Closed,Closed
1255,41.83606040851804,0.115088954125606,Open,Open,Open,Closed,Closed
1256,41.86939591481964,0.1198387436062106,Open,Open,Open,Closed,Closed
1257,41.90273142112125,0.1113751932160548,Open,Open,Closed,Closed,Closed
1258,41.93606692742286,0.119283903927263,Open,Open,Open,Closed,Closed
1259,41.96940243372447,0.0818524554228387,Open,Closed,Closed,Closed,Closed
1260,42.00273794002607,0.0836535833926058,Open,Closed,Closed,Closed,Closed
1261,42.03607344632768,0.082159173621627,Open,Closed,Closed,Closed,Closed
1262,42.06940895262929,0.0781008204667628,Open,Closed,Closed,Closed,Closed
1263,42.1027444589309,0.0716986797680002,Open,Closed,Closed,Closed,Closed
1264,42.136079965232504,0.0802920530704211,Open,Closed,Closed,Closed,Closed
1265,42.16941547153411,0.0769811763622701,Open,Closed,Closed,Closed,Closed
1266,42.20275097783572,0.0777763491979133,Open,Closed,Closed,Closed,Closed
1267,42.23608648413733,0.0850756109184757,Open,Closed,Closed,Closed,Closed
1268,42.269421990438936,0.0941560169183916,Open,Open,Closed,Closed,Closed
1269,42.30275749674055,0.0990265946270727,Open,Open,Closed,Closed,Closed
1270,42.33609300304215,0.0897664621539637,Open,Open,Closed,Closed,Closed
1271,42.36942850934376,0.10946758606819,Open,Open,Closed,Closed,Closed
1272,42.40276401564537,0.1059685460610295,Open,Open,Closed,Closed,Closed
1273,42.43609952194698,0.1191810783972967,Open,Open,Open,Closed,Closed
1274,42.46943502824858,0.1100922168308923,Open,Open,Closed,Closed,Closed
1275,42.502770534550194,0.1075606864055027,Open,Open,Closed,Closed,Closed
1276,42.5361060408518,0.1154043741576393,Open,Open,Open,Closed,Closed
1277,42.56944154715341,0.1176243579122583,Open,Open,Open,Closed,Closed
1278,42.60277705345502,0.1238568966196709,Open,Open,Open,Closed,Closed
1279,42.636112559756626,0.1064098354082948,Open,Open,Closed,Closed,Closed
1280,42.66944806605824,0.1221130359714429,Open,Open,Open,Closed,Closed
1281,42.70278357235984,0.1011595883144603,Open,Open,Closed,Closed,Closed
1282,42.73611907866145,0.1053634675297208,Open,Open,Closed,Closed,Closed
1283,42.76945458496306,0.1236662529658371,Open,Open,Open,Closed,Closed
1284,42.80279009126467,0.1265993572664331,Open,Open,Open,Closed,Closed
1285,42.83612559756627,0.129989409084524,Open,Open,Open,Closed,Closed
1286,42.86946110386789,0.13646093952435,Open,Open,Open,Open,Closed
1287,42.90279661016949,0.1311019889848362,Open,Open,Open,Closed,Closed
1288,42.9361321164711,0.1257356592711037,Open,Open,Open,Closed,Closed
1289,42.969467622772704,0.1286376927943404,Open,Open,Open,Closed,Closed
1290,43.00280312907432,0.1194553812987055,Open,Open,Open,Closed,Closed
1291,43.03613863537592,0.1046607629603948,Open,Open,Closed,Closed,Closed
1292,43.06947414167753,0.1132043550889377,Open,Open,Open,Closed,Closed
1293,43.102809647979136,0.1214491113824391,Open,Open,Open,Closed,Closed
1294,43.13614515428075,0.1371154560879887,Open,Open,Open,Open,Closed
1295,43.16948066058235,0.129538091479742,Open,Open,Open,Closed,Closed
1296,43.20281616688396,0.1504063175755727,Open,Open,Open,Open,Closed
1297,43.23615167318557,0.1291135762759656,Open,Open,Open,Closed,Closed
1298,43.26948717948718,0.1305672893485081,Open,Open,Open,Closed,Closed
1299,43.30282268578878,0.0992358123145901,Open,Open,Closed,Closed,Closed
1300,43.336158192090394,0.1216908059232752,Open,Open,Open,Closed,Closed
1301,43.369493698392,0.1220507875342188,Open,Open,Open,Closed,Closed
1302,43.40282920469361,0.1008888448826067,Open,Open,Closed,Closed,Closed
1303,43.436164710995214,0.1141847023887224,Open,Open,Open,Closed,Closed
1304,43.469500217296826,0.1080787999801376,Open,Open,Closed,Closed,Closed
1305,43.50283572359844,0.1109941584937409,Open,Open,Closed,Closed,Closed
1306,43.53617122990004,0.0990239381836289,Open,Open,Closed,Closed,Closed
1307,43.56950673620165,0.0783984370421374,Open,Closed,Closed,Closed,Closed
1308,43.60284224250326,0.0859486556628597,Open,Closed,Closed,Closed,Closed
1309,43.63617774880487,0.0956209541763517,Open,Open,Closed,Closed,Closed
1310,43.66951325510647,0.1047174561208209,Open,Open,Closed,Closed,Closed
1311,43.70284876140808,0.1070441609549973,Open,Open,Closed,Closed,Closed
1312,43.73618426770969,0.1174623054321375,Open,Open,Open,Closed,Closed
1313,43.7695197740113,0.1128269707864321,Open,Open,Open,Closed,Closed
1314,43.802855280312905,0.129090123277491,Open,Open,Open,Closed,Closed
1315,43.83619078661451,0.1335934157896434,Open,Open,Open,Closed,Closed
1316,43.86952629291612,0.1442293475112908,Open,Open,Open,Open,Closed
1317,43.90286179921773,0.1307011316253504,Open,Open,Open,Closed,Closed
1318,43.936197305519336,0.1409671384288883,Open,Open,Open,Open,Closed
1319,43.96953281182095,0.1344718282771779,Open,Open,Open,Closed,Closed
1320,44.00286831812255,0.1291802583055157,Open,Open,Open,Closed,Closed
1321,44.03620382442416,0.1356977064918411,Open,Open,Open,Closed,Closed
1322,44.06953933072577,0.1315043871816666,Open,Open,Open,Closed,Closed
1323,44.10287483702738,0.1342416371728483,Open,Open,Open,Closed,Closed
1324,44.13621034332898,0.1004645350103242,Open,Open,Closed,Closed,Closed
1325,44.169545849630595,0.1461933037994346,Open,Open,Open,Open,Closed
1326,44.2028813559322,0.1286594196921453,Open,Open,Open,Closed,Closed
1327,44.23621686223381,0.1030695886433476,Open,Open,Closed,Closed,Closed
1328,44.269552368535415,0.1571596376505462,Open,Open,Open,Open,Closed
1329,44.302887874837026,0.1438625177011622,Open,Open,Open,Open,Closed
1330,44.33622338113863,0.1181190223873473,Open,Open,Open,Closed,Closed
1331,44.36955888744024,0.1361170840946691,Open,Open,Open,Open,Closed
1332,44.402894393741846,0.106391314894908,Open,Open,Closed,Closed,Closed
1333,44.43622990004346,0.0978114983685809,Open,Open,Closed,Closed,Closed
1334,44.46956540634507,0.1133255364172081,Open,Open,Open,Closed,Closed
1335,44.50290091264667,0.0697668381478741,Open,Closed,Closed,Closed,Closed
1336,44.536236418948285,0.0954750027099217,Open,Open,Closed,Closed,Closed
1337,44.56957192524989,0.1080258644145353,Open,Open,Closed,Closed,Closed
1338,44.6029074315515,0.1096279323561446,Open,Open,Closed,Closed,Closed
1339,44.636242937853105,0.119833474792321,Open,Open,Open,Closed,Closed
1340,44.66957844415472,0.1758721803381317,Open,Open,Open,Open,Open
1341,44.70291395045632,0.1383804769540442,Open,Open,Open,Open,Closed
1342,44.73624945675793,0.1393094959880532,Open,Open,Open,Open,Closed
1343,44.769584963059536,0.1384272977330152,Open,Open,Open,Open,Closed
1344,44.80292046936115,0.1452008429695507,Open,Open,Open,Open,Closed
1345,44.83625597566275,0.1351211432417599,Open,Open,Open,Closed,Closed
1346,44.86959148196436,0.1270531357511597,Open,Open,Open,Closed,Closed
1347,44.90292698826597,0.1403706124139996,Open,Open,Open,Open,Closed
1348,44.93626249456758,0.1537111237463114,Open,Open,Open,Open,Closed
1349,44.96959800086918,0.1373477355046779,Open,Open,Open,Open,Closed
1350,45.002933507170795,0.1567304202614548,Open,Open,Open,Open,Closed
1351,45.0362690134724,0.1406831907697424,Open,Open,Open,Open,Closed
1352,45.06960451977401,0.0990463514790267,Open,Open,Closed,Closed,Closed
1353,45.102940026075615,0.1249274263719748,Open,Open,Open,Closed,Closed
1354,45.136275532377226,0.1298420030582342,Open,Open,Open,Closed,Closed
1355,45.16961103867883,0.1216442621150018,Open,Open,Open,Closed,Closed
1356,45.20294654498044,0.1160203287530384,Open,Open,Open,Closed,Closed
1357,45.236282051282046,0.1344086021505376,Open,Open,Open,Closed,Closed
1358,45.26961755758366,0.0922662969967431,Open,Open,Closed,Closed,Closed
1359,45.30295306388526,0.1129081114085487,Open,Open,Open,Closed,Closed
1360,45.33628857018687,0.1033900499861737,Open,Open,Closed,Closed,Closed
1361,45.369624076488485,0.1260050450309428,Open,Open,Open,Closed,Closed
1362,45.40295958279009,0.112193286186542,Open,Open,Closed,Closed,Closed
1363,45.4362950890917,0.1340593856347069,Open,Open,Open,Closed,Closed
1364,45.469630595393305,0.1396182052715305,Open,Open,Open,Open,Closed
1365,45.50296610169491,0.1289684459104937,Open,Open,Open,Closed,Closed
1366,45.53630160799652,0.1186576196382313,Open,Open,Open,Closed,Closed
1367,45.56963711429813,0.1223159253874467,Open,Open,Open,Closed,Closed
1368,45.602972620599736,0.1258814069942459,Open,Open,Open,Closed,Closed
1369,45.63630812690135,0.1307911949923121,Open,Open,Open,Closed,Closed
1370,45.66964363320295,0.108718457708715,Open,Open,Closed,Closed,Closed
1371,45.70297913950456,0.1176474407046087,Open,Open,Open,Closed,Closed
1372,45.73631464580617,0.0898890494645095,Open,Open,Closed,Closed,Closed
1373,45.76965015210778,0.0926691145612344,Open,Open,Closed,Closed,Closed
1374,45.80298565840938,0.1267313655226991,Open,Open,Open,Closed,Closed
1375,45.836321164710995,0.1208417962711056,Open,Open,Open,Closed,Closed
1376,45.8696566710126,0.1315334104411641,Open,Open,Open,Closed,Closed
1377,45.90299217731421,0.0892461971889995,Open,Closed,Closed,Closed,Closed
1378,45.936327683615815,0.0920104461057277,Open,Open,Closed,Closed,Closed
1379,45.969663189917426,0.110253386650774,Open,Open,Closed,Closed,Closed
1380,46.00299869621903,0.1262118547991232,Open,Open,Open,Closed,Closed
1381,46.03633420252064,0.1190916239303254,Open,Open,Open,Closed,Closed
1382,46.069669708822246,0.1076169141060924,Open,Open,Closed,Closed,Closed
1383,46.10300521512386,0.1133121496845224,Open,Open,Open,Closed,Closed
1384,46.13634072142546,0.1138795666207459,Open,Open,Open,Closed,Closed
1385,46.169676227727074,0.1083174560492803,Open,Open,Closed,Closed,Closed
1386,46.20301173402868,0.1421917589751996,Open,Open,Open,Open,Closed
1387,46.23634724033029,0.1128461890090166,Open,Open,Open,Closed,Closed
1388,46.2696827466319,0.1407492889622523,Open,Open,Open,Open,Closed
1389,46.303018252933505,0.1131450084190656,Open,Open,Open,Closed,Closed
1390,46.33635375923512,0.1014529869383435,Open,Open,Closed,Closed,Closed
1391,46.36968926553672,0.0993110322770452,Open,Open,Closed,Closed,Closed
1392,46.40302477183833,0.1110731321958947,Open,Open,Closed,Closed,Closed
1393,46.43636027813994,0.1019212228460775,Open,Open,Closed,Closed,Closed
1394,46.46969578444155,0.0995683596526385,Open,Open,Closed,Closed,Closed
1395,46.50303129074315,0.0953436163997489,Open,Open,Closed,Closed,Closed
1396,46.53636679704477,0.0871341304420838,Open,Closed,Closed,Closed,Closed
1397,46.56970230334637,0.087086440099885,Open,Closed,Closed,Closed,Closed
1398,46.60303780964798,0.0952238119070524,Open,Open,Closed,Closed,Closed
1399,46.636373315949584,0.0986287303940589,Open,Open,Closed,Closed,Closed
1400,46.669708822251195,0.1259437409020409,Open,Open,Open,Closed,Closed
1401,46.7030443285528,0.0842070592458869,Open,Closed,Closed,Closed,Closed
1402,46.73637983485441,0.0831903067884539,Open,Closed,Closed,Closed,Closed
1403,46.769715341156015,0.0832511505388507,Open,Closed,Closed,Closed,Closed
1404,46.80305084745763,0.0921273600096702,Open,Open,Closed,Closed,Closed
1405,46.83638635375923,0.1249346829505625,Open,Open,Open,Closed,Closed
1406,46.86972186006084,0.0953871712881346,Open,Open,Closed,Closed,Closed
1407,46.90305736636245,0.0949196002359347,Open,Open,Closed,Closed,Closed
1408,46.93639287266406,0.1048166908362675,Open,Open,Closed,Closed,Closed
1409,46.96972837896566,0.1122728973950938,Open,Open,Closed,Closed,Closed
1410,47.003063885267274,0.0547793070062314,Closed,Closed,Closed,Closed,Closed
1411,47.03639939156888,0.0933583056596166,Open,Open,Closed,Closed,Closed
1412,47.06973489787049,0.0902756232306825,Open,Open,Closed,Closed,Closed
1413,47.103070404172094,0.0996005197882802,Open,Open,Closed,Closed,Closed
1414,47.136405910473705,0.096839133897007,Open,Open,Closed,Closed,Closed
1415,47.16974141677532,0.0967414821363284,Open,Open,Closed,Closed,Closed
1416,47.20307692307692,0.0848922128718779,Open,Closed,Closed,Closed,Closed
1417,47.23641242937853,0.0693262653291887,Open,Closed,Closed,Closed,Closed
1418,47.26974793568014,0.0674365574610875,Open,Closed,Closed,Closed,Closed
1419,47.30308344198175,0.0619516381165162,Closed,Closed,Closed,Closed,Closed
1420,47.33641894828335,0.0637594588127139,Closed,Closed,Closed,Closed,Closed
1421,47.36975445458496,0.0728357040729229,Open,Closed,Closed,Closed,Closed
1422,47.40308996088657,0.0488340127048668,Closed,Closed,Closed,Closed,Closed
1423,47.43642546718818,0.071105318595199,Open,Closed,Closed,Closed,Closed
1424,47.469760973489784,0.0816080925028894,Open,Closed,Closed,Closed,Closed
1425,47.503096479791395,0.0928092117000192,Open,Open,Closed,Closed,Closed
1426,47.536431986093,0.0808452083454443,Open,Closed,Closed,Closed,Closed
1427,47.56976749239461,0.1021703924846349,Open,Open,Closed,Closed,Closed
1428,47.603102998696215,0.0941667487656237,Open,Open,Closed,Closed,Closed
1429,47.63643850499783,0.1082968045392313,Open,Open,Closed,Closed,Closed
1430,47.66977401129943,0.0868918605881747,Open,Closed,Closed,Closed,Closed
1431,47.70310951760104,0.079916554271033,Open,Closed,Closed,Closed,Closed
1432,47.73644502390265,0.0886581186848312,Open,Closed,Closed,Closed,Closed
1433,47.76978053020426,0.092119754663555,Open,Open,Closed,Closed,Closed
1434,47.80311603650586,0.0887434153596112,Open,Closed,Closed,Closed,Closed
1435,47.836451542807474,0.0870724001714432,Open,Closed,Closed,Closed,Closed
1436,47.86978704910908,0.0734068713320511,Open,Closed,Closed,Closed,Closed
1437,47.90312255541069,0.0816255832999471,Open,Closed,Closed,Closed,Closed
1438,47.936458061712294,0.0874770560528201,Open,Closed,Closed,Closed,Closed
1439,47.969793568013905,0.0878927828487796,Open,Closed,Closed,Closed,Closed
1440,48.00312907431551,0.0725126304725372,Open,Closed,Closed,Closed,Closed
1441,48.03646458061712,0.1099020024000813,Open,Open,Closed,Closed,Closed
1442,48.06980008691873,0.0814141701358124,Open,Closed,Closed,Closed,Closed
1443,48.10313559322034,0.1093638314463882,Open,Open,Closed,Closed,Closed
1444,48.13647109952195,0.1103510121621503,Open,Open,Closed,Closed,Closed
1445,48.16980660582355,0.0977333113475173,Open,Open,Closed,Closed,Closed
1446,48.20314211212517,0.0935424323541949,Open,Open,Closed,Closed,Closed
1447,48.23647761842677,0.1100922168308923,Open,Open,Closed,Closed,Closed
1448,48.26981312472838,0.1154614053674162,Open,Open,Open,Closed,Closed
1449,48.303148631029984,0.0881821797360184,Open,Closed,Closed,Closed,Closed
1450,48.336484137331595,0.1191810783972967,Open,Open,Open,Closed,Closed
1451,48.3698196436332,0.1204794937443429,Open,Open,Open,Closed,Closed
1452,48.40315514993481,0.0984906649611735,Open,Open,Closed,Closed,Closed
1453,48.436490656236415,0.1142677933863313,Open,Open,Open,Closed,Closed
1454,48.46982616253803,0.1154043741576393,Open,Open,Open,Closed,Closed
1455,48.50316166883963,0.1230093443339592,Open,Open,Open,Closed,Closed
1456,48.53649717514124,0.1239196811843435,Open,Open,Open,Closed,Closed
1457,48.56983268144285,0.108105187467471,Open,Open,Closed,Closed,Closed
1458,48.60316818774446,0.123772427076065,Open,Open,Open,Closed,Closed
1459,48.63650369404606,0.1237836915750211,Open,Open,Open,Closed,Closed
1460,48.669839200347674,0.124891634136544,Open,Open,Open,Closed,Closed
1461,48.70317470664928,0.1352028369396072,Open,Open,Open,Closed,Closed
1462,48.73651021295089,0.1293005293105524,Open,Open,Open,Closed,Closed
1463,48.769845719252494,0.1227575697375521,Open,Open,Open,Closed,Closed
1464,48.803181225554106,0.1140011462638635,Open,Open,Open,Closed,Closed
1465,48.83651673185571,0.1162243153584495,Open,Open,Open,Closed,Closed
1466,48.86985223815732,0.1018774023598074,Open,Open,Closed,Closed,Closed
1467,48.903187744458926,0.1214491113824391,Open,Open,Open,Closed,Closed
1468,48.93652325076054,0.1222412152584292,Open,Open,Open,Closed,Closed
1469,48.96985875706215,0.1104721347240477,Open,Open,Closed,Closed,Closed
1470,49.00319426336375,0.1093929648559498,Open,Open,Closed,Closed,Closed
1471,49.03652976966536,0.0935424323541949,Open,Open,Closed,Closed,Closed
1472,49.06986527596697,0.0964512999039536,Open,Open,Closed,Closed,Closed
1473,49.10320078226858,0.0831435554472364,Open,Closed,Closed,Closed,Closed
1474,49.136536288570184,0.0696781895144669,Open,Closed,Closed,Closed,Closed
1475,49.16987179487179,0.0848870366465483,Open,Closed,Closed,Closed,Closed
1476,49.2032073011734,0.0810594940156162,Open,Closed,Closed,Closed,Closed
1477,49.23654280747501,0.0920561528446273,Open,Open,Closed,Closed,Closed
1478,49.269878313776616,0.1112640131941105,Open,Open,Closed,Closed,Closed
1479,49.30321382007823,0.0968682278240257,Open,Open,Closed,Closed,Closed
1480,49.33654932637983,0.1183303252702883,Open,Open,Open,Closed,Closed
1481,49.36988483268144,0.1215134017623853,Open,Open,Open,Closed,Closed
1482,49.40322033898305,0.1113089223642953,Open,Open,Closed,Closed,Closed
1483,49.43655584528466,0.0925343854833747,Open,Open,Closed,Closed,Closed
1484,49.46989135158626,0.0965787568647924,Open,Open,Closed,Closed,Closed
1485,49.503226857887874,0.0985898499459868,Open,Open,Closed,Closed,Closed
1486,49.53656236418948,0.1030618942990687,Open,Open,Closed,Closed,Closed
1487,49.56989787049109,0.1188607636493648,Open,Open,Open,Closed,Closed
1488,49.603233376792694,0.1071779632319339,Open,Open,Closed,Closed,Closed
1489,49.636568883094306,0.0998552636421641,Open,Open,Closed,Closed,Closed
1490,49.66990438939591,0.1087188008016425,Open,Open,Closed,Closed,Closed
1491,49.70323989569752,0.093432718591587,Open,Open,Closed,Closed,Closed
1492,49.736575401999126,0.1003889984123119,Open,Open,Closed,Closed,Closed
1493,49.76991090830074,0.1213101202712024,Open,Open,Open,Closed,Closed
1494,49.80324641460234,0.117437673957776,Open,Open,Open,Closed,Closed
1495,49.83658192090395,0.1225433581730107,Open,Open,Open,Closed,Closed
1496,49.86991742720557,0.0952200337349448,Open,Open,Closed,Closed,Closed
1497,49.90325293350717,0.0918773737017164,Open,Open,Closed,Closed,Closed
1498,49.93658843980878,0.0899939276057719,Open,Open,Closed,Closed,Closed
1499,49.969923946110384,0.1329880586924603,Open,Open,Open,Closed,Closed
1500,50.003259452412,0.1256164855846888,Open,Open,Open,Closed,Closed
1501,50.0365949587136,0.1291135762759656,Open,Open,Open,Closed,Closed
1502,50.06993046501521,0.1278169188760152,Open,Open,Open,Closed,Closed
1503,50.103265971316816,0.1370692109408197,Open,Open,Open,Open,Closed
1504,50.13660147761843,0.1136030729714985,Open,Open,Open,Closed,Closed
1505,50.16993698392003,0.1248694681858414,Open,Open,Open,Closed,Closed
